Open,High,Low,Close
824,835.333008,819.400024,823.267029
810,823.267029,804.700012,814.932983
797.333008,810.599976,790.400024,808.900024
789.333008,798,787.333008,794.833008
805.333008,806.632996,785.200012,788.599976
799.400024,810,788.333008,807.900024
818.932983,823.166992,793.367004,796.767029
826.599976,833.333008,814.400024,823.900024
808,832.200012,808,825.267029
817.299988,820,807.666992,811.132996
805.333008,821.267029,801,818.700012
805.333008,810.700012,793.333008,795.96698
828.367004,830.799988,798.700012,804.232971
826.666992,832.666992,820.200012,828.367004
822.666992,830,814.666992,824.867004
800.666992,821.700012,796.232971,818.767029
799.333008,802,793.400024,799.53302
798.666992,803.333008,789.632996,795.5
791.333008,794.46698,776.599976,788.799988
792.46698,798.567017,783.700012,787.166992
798,804.432983,785.132996,789.46698
792.632996,801.333008,780.867004,790.432983
809.333008,814.333008,787.5,790.767029
788.267029,813.333008,785.333008,808.567017
795.46698,808,782.132996,791.632996
810,815.96698,791.333008,795.46698
765.932983,807.46698,756.299988,804.732971
762,767.267029,755.46698,758.599976
724.666992,752.666992,720.666992,749.299988
742.666992,749,702.03302,717.333008
728.333008,745,728.200012,740.432983
745.333008,746.666992,721.333008,724.299988
748,753.333008,740,741.932983
770.166992,770.666992,750.067017,753.432983
766.666992,778.833008,760.132996,766.5
764.099976,779.267029,754.267029,767
756.267029,783.299988,755.333008,766.432983
737.067017,755.799988,721.432983,748.299988
771.932983,771.932983,732.867004,736
714.867004,769.799988,709.700012,766.267029
733.067017,735,677.367004,702.432983
745.799988,750.166992,719.333008,728.267029
738.46698,753.333008,735.333008,747.067017
743.333008,751.96698,734.932983,742.799988
760.666992,771.900024,746.932983,753.53302
761.200012,768,751.03302,759.932983
746,766.567017,745.46698,757.132996
737.867004,746.666992,728.200012,739.200012
749.333008,763.333008,740.666992,747.932983
750,772.632996,740.067017,748.03302
716,739.333008,713.46698,734.432983
734,735.666992,713.333008,716.333008
742.767029,748,731.767029,738.53302
767.333008,771.900024,739.267029,742.767029
743.932983,763.333008,740.200012,761.46698
753.333008,758.400024,727.400024,735.132996
733.96698,748.333008,718.232971,744.067017
722.867004,755,712.732971,748.632996
737.333008,740,716,722.367004
759.932983,761,733.333008,738.599976
756.267029,770,740.067017,756.432983
796,796,752.067017,771.166992
790.900024,800,782.166992,786.099976
774.666992,789.932983,763.367004,782.232971
810.067017,811.267029,783.333008,786.067017
818.767029,818.900024,800,804.267029
839.333008,839.867004,823.333008,824.567017
841.867004,846,835,837.932983
857.333008,859.96698,835.53302,837.299988
852.666992,860.666992,848.367004,859.46698
857.333008,857.700012,848.099976,850.299988
862.333008,865.333008,854.333008,855.666992
866.666992,867.333008,856.867004,859.700012
863,866.799988,858.767029,863.432983
864.53302,867.666992,857.53302,863
858.666992,866,855.333008,860.666992
860.666992,864.599976,850.666992,853.46698
857.632996,865.132996,856.333008,860.200012
861.232971,872.400024,856.067017,858.267029
859.333008,866.46698,854.367004,864.132996
860.5,866,850.666992,853.932983
850,859.53302,843.400024,855.46698
856.267029,861.567017,843,849.599976
874.067017,875.833008,851.03302,857.166992
873.067017,878.5,867.333008,873.96698
880.067017,883.299988,865.599976,867.132996
891.96698,893.333008,876,881.400024
896.96698,901,890.732971,894.099976
893.700012,900.867004,892,893.232971
900.333008,909.932983,896.166992,898.567017
912,916,901.232971,902.666992
916.666992,921.932983,907.03302,909.900024
909.900024,922.632996,909.333008,916.400024
890.932983,911.666992,890.666992,910
894.367004,902.867004,886.767029,888.432983
908.666992,912.599976,891.666992,894.367004
913.333008,922.599976,910.03302,912.599976
908.267029,915.599976,896.333008,911.232971
905.333008,910,900.067017,905.96698
902.666992,912.666992,894,896.299988
912.333008,915,896.666992,901.166992
886.333008,908.53302,884,904.767029
898.932983,906,886.666992,887.46698
903.367004,911.666992,895.333008,898.932983
900,909.333008,887.400024,906.03302
915.333008,924.333008,914.732971,918.166992
913.333008,919.700012,909.333008,912.632996
925.333008,925.333008,910,912.067017
931.267029,931.267029,911.732971,915.53302
933.333008,936,916.166992,925.767029
982,998.46698,933.333008,940.5
996.666992,997.299988,977.732971,980.5
993.267029,999.333008,988.666992,995.166992
1003.400024,1015.330017,993.400024,996.5
1013.369995,1020,1002.669983,1005.630005
1033.630005,1046.569946,1004.169983,1006.869995
1050.630005,1051.699951,1030.699951,1033.630005
1057.130005,1064.530029,1045.400024,1049.030029
1071.930054,1073.329956,1050.199951,1053.869995
1043.670044,1072.599976,1035.030029,1069.969971
1033.430054,1042.329956,1030.069946,1040.329956
1025.930054,1035.930054,1023.369995,1026.900024
1040,1044.469971,1021.669983,1030.530029
1036.670044,1044.170044,1033,1036
1031.530029,1043.300049,1025.329956,1030.930054
1028.670044,1032.599976,1013.630005,1022.469971
1033.329956,1037.27002,1026.670044,1029.829956
1042.469971,1042.469971,1026.329956,1036.569946
993.400024,1036,993.400024,1033.77002
988.666992,996.432983,974.732971,993.400024
976.53302,979.333008,964.267029,977.5
946.666992,976.666992,941.567017,964.166992
974.96698,979.367004,950.400024,953.367004
991.599976,991.599976,973.333008,974.96698
982,1002.669983,964.833008,996.867004
1040.199951,1041.27002,986.833008,989.96698
1020,1038.22998,1018.330017,1033.5
1032.469971,1056,1023.369995,1027.069946
1048,1048.400024,1023.469971,1032.469971
1070.670044,1076.27002,1033.329956,1038.77002
1071.099976,1079.329956,1058.670044,1070.630005
1083.329956,1086.400024,1061.699951,1068.630005
1047.599976,1083.329956,1036.969971,1076.900024
1057,1065,1040,1061.670044
1010,1046,993.333008,1043
1026.369995,1034,1002.669983,1006.330017
1039.27002,1043.130005,1013.330017,1022.570007
1028.199951,1048,1025.069946,1045.869995
1056,1056,1013.299988,1018.429993
1053.329956,1058,1025.670044,1038.599976
1078,1086.670044,1066,1068.599976
1093.27002,1103.329956,1070.130005,1077.630005
1086.670044,1092,1060.069946,1080.030029
1085.27002,1095,1056.400024,1061.469971
1099.969971,1110.329956,1050,1083.099976
1132,1132,1070,1087.699951
1170,1170,1150,1160
1196.670044,1212.670044,1176,1187.900024
1199.930054,1213.329956,1190.670044,1209.800049
1195.469971,1209.969971,1188.72998,1200.099976
1195.27002,1200,1177.030029,1186.900024
1185.829956,1203.170044,1166.699951,1199.670044
1175,1195.969971,1165.329956,1173.430054
1195.030029,1195.130005,1168,1175
1214.800049,1216.599976,1188,1200.77002
1221.030029,1229.469971,1204.069946,1213.829956
1220,1229.329956,1210.72998,1222.300049
1184.72998,1224.530029,1183.329956,1220.5
1183.170044,1194.599976,1179.400024,1186.400024
1186.670044,1196.530029,1172.670044,1183.170044
1140.030029,1189.329956,1136.030029,1186.27002
1189.670044,1210.569946,1177.329956,1194.170044
1203.329956,1206.670044,1178.969971,1182.5
1177.869995,1198.969971,1166.699951,1193.530029
1166.670044,1181.329956,1162.430054,1172.630005
1198.069946,1198.670044,1158.569946,1162.22998
1223.329956,1224.630005,1198.030029,1201.569946
1240,1243.030029,1215.329956,1220.699951
1229.069946,1245.329956,1220.699951,1236.300049
1246.599976,1255.329956,1225.400024,1229.969971
1248.670044,1253.27002,1233.329956,1244.869995
1247.27002,1258.670044,1242.699951,1247.72998
1246.670044,1251.329956,1238,1245.369995
1243.329956,1253.329956,1241.630005,1246.27002
1239.800049,1247.969971,1234.069946,1238.369995
1250.930054,1253.329956,1229.329956,1238.469971
1233.329956,1253.329956,1233.030029,1250.930054
1210.170044,1234,1210.170044,1232.599976
1193.329956,1209.800049,1180,1204.300049
1211.300049,1216,1196.800049,1207.569946
1183.369995,1214.329956,1183.329956,1210.699951
1200,1216.670044,1195,1204.869995
1208,1212,1194.670044,1200.22998
1188.630005,1212.670044,1188.630005,1207.800049
1190.400024,1205.930054,1178.670044,1188.530029
1164.670044,1196.670044,1146,1193.699951
1202.400024,1202.670044,1183.329956,1187.130005
1160.069946,1211.329956,1160.069946,1206.5
1178.670044,1183.130005,1163.329956,1168.829956
1160.670044,1181.329956,1158.329956,1177.699951
1150,1159.329956,1144.369995,1155
1150,1161.400024,1138.170044,1144.069946
1143.329956,1153,1139.170044,1144.77002
1124,1148.329956,1117.329956,1140.569946
1113.329956,1123.329956,1103.900024,1118.27002
1110.130005,1129.599976,1101.329956,1112.27002
1116.400024,1122.130005,1100,1104.969971
1143.27002,1149.630005,1113.5,1117.430054
1114,1145.27002,1113.329956,1137.369995
1117.300049,1123.869995,1104,1111.27002
1122.469971,1137.329956,1114.069946,1119.170044
1106.670044,1136,1105.829956,1122.400024
1105.329956,1120,1097.030029,1108.300049
1116.670044,1125.030029,1096,1102.430054
1140.670044,1145.199951,1111.329956,1115.699951
1116,1139.329956,1095.329956,1137.030029
1087,1113.170044,1083.800049,1102.969971
1091.400024,1093.900024,1070,1084.5
1080,1097.27002,1072.829956,1090.27002
1091.130005,1091.130005,1072.329956,1078.930054
1099.869995,1099.869995,1083.329956,1086.829956
1093.329956,1108,1088.530029,1102.300049
1080,1094,1072.900024,1092.199951
1085.300049,1090.300049,1072,1075.030029
1076.630005,1090,1072.670044,1080.469971
1064.930054,1077.530029,1059.329956,1074.900024
1057.900024,1068,1050.329956,1061.300049
1057.430054,1061.27002,1046.930054,1051.22998
1046.699951,1063.329956,1040.530029,1059.800049
1076.599976,1076.599976,1036.670044,1039.599976
1074.199951,1088,1071.829956,1076.869995
1059.329956,1076.670044,1054.369995,1067.5
1040,1056.670044,1029.069946,1045.930054
1095,1095.930054,1038.800049,1043.099976
1090,1110,1084.5,1094.930054
1087.530029,1100.300049,1078.72998,1086.199951
1103.869995,1104.469971,1083.72998,1087.530029
1107.72998,1114.829956,1097.329956,1103.5
1123,1123,1090.670044,1110.300049
1119.969971,1130.569946,1105,1111.800049
1148,1150.530029,1113.329956,1119.069946
1170,1174.930054,1142.030029,1149.400024
1129.869995,1168,1123.829956,1163.72998
1132,1146.930054,1120,1125.829956
1161.27002,1161.27002,1112.670044,1132.300049
1173.400024,1177.599976,1153.400024,1159.829956
