Open,High,Low,Close
1192,1192,1160,1169.530029
1202.329956,1213.300049,1178.599976,1191.77002
1186.829956,1204.670044,1180.829956,1202.329956
1180,1185.329956,1166.670044,1176
1190,1192,1170.400024,1180.530029
1183.27002,1191.5,1174.130005,1186.300049
1180.170044,1188.469971,1165.5,1179.800049
1156.170044,1176.199951,1148.130005,1171.930054
1147.77002,1159.400024,1145.329956,1156.170044
1156.699951,1164.670044,1140.829956,1146.430054
1126.670044,1156,1122.329956,1152.5
1100.069946,1123.72998,1094.670044,1118.5
1081.329956,1110,1075.630005,1089.630005
1115.329956,1117.900024,1084.22998,1088.5
1115.699951,1125.869995,1104,1114.77002
1121.530029,1126.670044,1108.670044,1115.22998
1122.130005,1131.630005,1102.030029,1113.569946
1147.369995,1159.300049,1113.329956,1121.599976
1150.030029,1151.670044,1128.469971,1132.699951
1130.670044,1148.670044,1122.130005,1143.77002
1132,1139.930054,1114.199951,1119.869995
1177.530029,1179.569946,1122.130005,1128.099976
1166.670044,1176.670044,1160.099976,1164.930054
1176.569946,1177,1154.800049,1159.800049
1179.329956,1193.069946,1149.369995,1168.300049
1217.369995,1217.369995,1170,1174.869995
1228.170044,1230.969971,1196.670044,1217.369995
1246.670044,1262.530029,1211.329956,1225.27002
1233.329956,1239.329956,1218.72998,1234.430054
1188,1233.329956,1188,1230.72998
1135.199951,1176.670044,1133.329956,1172.630005
1132.670044,1133.829956,1113.329956,1118.699951
1150,1156.530029,1124,1131.930054
1127.630005,1149.670044,1126.699951,1147.400024
1124.300049,1141.27002,1119.569946,1124.670044
1133.329956,1143.199951,1114.329956,1118.400024
1112.530029,1140,1108.27002,1132.369995
1098.969971,1116.599976,1098.969971,1108.900024
1110,1118.670044,1093.400024,1098.969971
1106.670044,1116,1100,1108.099976
1078.670044,1106,1070.130005,1100.030029
1058,1082.469971,1055.800049,1075.130005
1030.069946,1074,1021.429993,1047.800049
1108.869995,1112.670044,1033.329956,1048.300049
1121.329956,1129.329956,1108.670044,1122.369995
1127.300049,1137.329956,1116.069946,1121.599976
1153.030029,1154.800049,1121.599976,1125.599976
1161.329956,1166.599976,1138.22998,1148.329956
1130.670044,1159.900024,1130.670044,1156.72998
1152.400024,1160.530029,1122.22998,1133.699951
1128.22998,1155.800049,1125.5,1149.27002
1156.800049,1160.329956,1123.329956,1132.22998
1140.869995,1166.670044,1140.869995,1161.329956
1116.670044,1143.969971,1116.670044,1140.869995
1104,1112.670044,1102.22998,1108.869995
1089.199951,1112.130005,1087.170044,1103.030029
1081.27002,1089.329956,1067.329956,1086.369995
1068.670044,1082,1067.930054,1076.569946
1055,1074.670044,1040,1061.170044
1030,1057.469971,1023.669983,1049.130005
1015,1022.72998,1000,1012
1029.969971,1031.430054,1010.799988,1013
1002.599976,1024.670044,996.732971,1022.799988
1014.669983,1016,992,1000.169983
1013,1015.669983,1002.77002,1006.700012
999.166992,1006.669983,990.367004,1000.330017
1027.329956,1029.829956,997.367004,1002.72998
1030.22998,1047.329956,1030.22998,1037.329956
1001,1026,1001,1023.099976
995.867004,1004.599976,994.666992,1001.969971
995.5,1003.869995,994.666992,996.432983
1002.799988,1007.330017,995.53302,998.833008
996.767029,1004,990.799988,993.53302
985.232971,998.599976,984.666992,993.46698
998.732971,1004.969971,980.367004,985.232971
1016.669983,1026.27002,994.932983,998.53302
1025.329956,1029.27002,1009.700012,1016.130005
1015.77002,1031.130005,1012,1023.429993
996.833008,1006,986.232971,1004.27002
985.03302,996.132996,966.799988,979
993.333008,1007.330017,985.799988,988.900024
1000,1012,996.166992,1000.799988
1028.670044,1034.829956,1003.330017,1007.299988
1026.670044,1038.930054,1001.929993,1025.400024
1033.329956,1043.430054,1025.829956,1029.530029
1064.77002,1067.329956,1034,1039.72998
1086.670044,1090.77002,1062.869995,1067.869995
1089.469971,1103.329956,1079.530029,1085.670044
1097.27002,1103.329956,1083.329956,1086.199951
1094,1102.5,1088.670044,1096.099976
1079.069946,1103.329956,1077.329956,1093.099976
1087.469971,1093.829956,1068.300049,1081.329956
1084.869995,1104.369995,1084.869995,1092.900024
1090.030029,1094,1074,1079.430054
1092,1097.869995,1082.77002,1087.329956
1113.329956,1114,1081.800049,1091.199951
1114,1121.300049,1099.530029,1113.22998
1093.329956,1115.829956,1086.670044,1110.869995
1108.72998,1111.300049,1086.699951,1096.630005
1099.800049,1116.599976,1098.670044,1105.72998
1077.72998,1100.400024,1077.670044,1096.400024
1080.670044,1085.329956,1065.329956,1077.22998
1080.329956,1088.599976,1072.670044,1081.099976
1080,1092.670044,1072.969971,1077.599976
1094,1096,1072.199951,1075.670044
1084,1093.27002,1077.699951,1091.469971
1076.670044,1097.199951,1062.329956,1079.599976
1110.599976,1128.599976,1086.670044,1102.530029
1105.199951,1117.27002,1103.130005,1110.599976
1107.329956,1117.069946,1099.030029,1105.199951
1068.369995,1109,1068.369995,1103.630005
1048,1067.27002,1048,1065.130005
1060,1060,1044.400024,1051.469971
1053.329956,1061.199951,1048.329956,1051
1035.829956,1053.900024,1035.829956,1044.900024
1020,1040,1017.070007,1035.829956
998.333008,1010.630005,994.96698,1008
988.200012,1002,984.799988,996.833008
954.099976,974.867004,951.432983,968.599976
951.099976,960,946.333008,949.132996
959.932983,959.932983,959.932983,959.932983
970.166992,973.932983,957.599976,959.932983
964.932983,969.333008,955.432983,963.867004
981.200012,985.067017,962.666992,974.46698
970.666992,995,970.666992,991.267029
934,968.46698,934,964.833008
964.567017,972.367004,936.666992,943.200012
972.166992,978.599976,961.599976,964.567017
973.367004,999.867004,967.333008,972.166992
983.900024,990.53302,964.567017,979.067017
955.700012,986.632996,955.700012,984
980,984.333008,954.432983,964.732971
1000,1004.469971,958.632996,976
1013.330017,1017.369995,993.5,997.166992
1015.929993,1028.670044,1010.869995,1022.130005
1052.130005,1059.630005,1018.669983,1021.630005
1007.72998,1054.670044,1007.72998,1049.469971
1020,1022,1000.130005,1012.77002
1043,1045.599976,1005.369995,1010.429993
1046.030029,1049,1036.72998,1040.369995
1064.27002,1071.069946,1050,1052.469971
1063.329956,1072.670044,1057.170044,1063.430054
1064.670044,1065.930054,1053.329956,1056.72998
1086.27002,1086.27002,1067.5,1070.170044
1081.469971,1088.469971,1078,1086.27002
1060,1080.829956,1054.670044,1075.069946
1069.900024,1069.900024,1048.670044,1059.969971
1055.630005,1072,1052.130005,1065.469971
1053.329956,1064.72998,1037.829956,1052.900024
1017.669983,1053.930054,1017.669983,1051.569946
1005.530029,1023.330017,1005.530029,1017.669983
1010.669983,1013.169983,996.799988,1002.429993
1013.330017,1015.169983,993.333008,1004.130005
1030,1033.329956,1013.330017,1018.299988
1025.530029,1038.599976,1020.669983,1026.670044
1013.130005,1025.329956,1004.369995,1022.299988
1023.330017,1026.430054,1007.700012,1011.929993
1018.72998,1029.869995,1014.669983,1021.77002
989.400024,1016.599976,989.200012,1010.669983
975.432983,993.166992,972,989.400024
985.200012,985.333008,961.132996,969.067017
978.166992,995.333008,978.166992,992.732971
966.799988,979.96698,966.799988,975.166992
978.900024,983.333008,960,961.867004
995,997.299988,984.367004,987.932983
989.333008,1007.200012,986.700012,988.867004
1000,1001.030029,983.400024,993.367004
984.067017,998.632996,984.067017,995.96698
991.932983,1001.869995,975.400024,979.132996
1018.669983,1027.329956,999.53302,1001.929993
1094.069946,1094.069946,1008,1016.070007
1108.969971,1112.930054,1090.099976,1094.069946
1111.329956,1113,1092.130005,1105.329956
1103.430054,1113,1091.77002,1108.969971
1109.22998,1118,1100.170044,1102.369995
1115.329956,1122.800049,1089.530029,1103.300049
1123.699951,1132.530029,1110.199951,1113.5
1106.670044,1130.569946,1097.869995,1124.329956
1100.670044,1116.670044,1098.869995,1112.630005
1097.530029,1116,1079.199951,1106.030029
1080,1094.030029,1070,1089.099976
1050,1071.329956,1033.72998,1064.969971
1104,1115.630005,1033.329956,1049.569946
1107.400024,1144.969971,1074,1103.170044
1126.670044,1131.069946,1084.400024,1101.099976
1170,1174.530029,1108.170044,1115.030029
1166.670044,1170,1159.170044,1166.22998
1174.670044,1174.670044,1150.329956,1161.800049
1173.329956,1177.27002,1163.400024,1168.22998
1163.300049,1173.329956,1154.469971,1169.300049
1141.329956,1154.599976,1138.430054,1150.900024
1116.670044,1143.329956,1114.670044,1134.469971
1117.469971,1125.329956,1108.069946,1111.530029
1107.530029,1125.199951,1100.670044,1115.699951
1116.469971,1119.599976,1096.530029,1100.030029
1109.069946,1133,1103.530029,1113.630005
1101.329956,1111.27002,1084.969971,1104.77002
1112.530029,1114.130005,1093.72998,1098.630005
1121,1130.829956,1100,1104.469971
1122.670044,1138.670044,1100.670044,1114.22998
1090.670044,1129.800049,1090.670044,1123.030029
1122.670044,1123.329956,1091.829956,1100.329956
1149.329956,1166,1113.530029,1123.969971
1147.699951,1155.199951,1140,1148.27002
1161.329956,1163.329956,1139.329956,1144.969971
1170.530029,1172,1146.469971,1159.300049
1133.329956,1184.400024,1026,1168.099976
1130,1133.329956,1115.430054,1127.369995
1119.829956,1129.329956,1108.900024,1121.22998
1108,1119.969971,1097.329956,1116.430054
1100.670044,1116.329956,1095.300049,1102.22998
1076.599976,1103.329956,1069.329956,1097.329956
1039,1056,1026.199951,1030.329956
1051.800049,1059.969971,1021.330017,1033.099976
1046.829956,1068.800049,1046.099976,1051.400024
1033.329956,1051.77002,1014.969971,1044.030029
1025.329956,1084.900024,1002.200012,1032.170044
989.333008,1014.27002,989.200012,1009.330017
993.333008,1004.599976,983.333008,987.099976
1007.400024,1008.299988,980.166992,984.03302
1022.669983,1025.27002,998.200012,1006.22998
960.132996,1022.599976,960.132996,1016.369995
966.666992,996.666992,925.700012,951.799988
929.46698,933.333008,914,918.932983
943.333008,950,920.299988,929.666992
933.333008,960.666992,933.333008,939.53302
900,927.333008,898.432983,924.833008
864.333008,899.299988,858.799988,895.132996
868.333008,871.867004,850.666992,866.099976
865.132996,875.333008,859.367004,863.732971
861.03302,869.799988,859.267029,866.666992
842.732971,863.333008,834.132996,855.96698
862.732971,873.333008,840.03302,842.367004
887.333008,889.867004,854.299988,862.732971
890,894.5,871.700012,880.932983
900,909.267029,883.333008,885.666992
916.599976,918.767029,896.666992,899.932983
917.567017,917.567017,917.567017,917.567017
910,925.666992,900.799988,917.567017
883.333008,903.333008,878.03302,897.700012
845.96698,883.333008,845.96698,881.700012
840.367004,851.267029,828,845.96698
860.900024,863.267029,837.333008,839.932983
865.666992,874.400024,850.666992,865.232971
870.767029,872.267029,860.03302,865.666992
864.166992,884.833008,862.700012,876.166992
856.232971,872.53302,851.632996,865.367004
850.867004,863.166992,844.799988,856.232971
859.267029,859.267029,844.53302,851.400024
863.400024,865.299988,836.400024,860.067017
860,873.333008,850.03302,866.96698
848.732971,860,836,852.700012
860,868.166992,843.232971,847.932983
860,861.599976,840.232971,858.767029
849.96698,864.067017,845.700012,855.732971
834.666992,852.46698,834.299988,850.53302
820,833.333008,815.067017,832.299988
819,825.632996,811.232971,820.232971
816.099976,823.333008,807,811.067017
820,829.232971,810.666992,812.700012
826.267029,836.200012,819.46698,830.666992
836.632996,845.700012,822,827.03302
811.666992,842.299988,801.132996,836.632996
812.666992,825.232971,812.666992,816.799988
816.666992,820,804.666992,812.166992
821.232971,837.232971,812.432983,820.03302
792.833008,828,792.833008,824.599976
762,815.333008,762,799.099976
749.5,763.666992,745.900024,761.666992
749.200012,754.132996,742.799988,748.900024
728.666992,747.400024,726.333008,744.46698
733.700012,735.166992,724.432983,731.700012
731.099976,743.132996,727.46698,739.767029
722.46698,733.299988,721.432983,731.099976
724.367004,726.599976,715,725.267029
701.067017,726,700.067017,723.099976
691.333008,704.666992,691.132996,703.432983
681.867004,692.632996,677.632996,689.767029
678,689.166992,675.833008,687.53302
665.367004,681.200012,660.267029,678.267029
664.099976,669.732971,659,665.53302
661.700012,665.333008,650.666992,661.833008
675.333008,677.299988,656.932983,657.96698
666.666992,678.632996,662.632996,673.666992
664.267029,671.333008,658.232971,662.432983
657.5,667.299988,652.666992,663.932983
655.53302,658.599976,650.799988,656.099976
657.333008,659.333008,646,650.166992
653.333008,659,649.96698,656.932983
645.767029,659.232971,643.400024,655.333008
654,659.799988,650.267029,652.867004
656.900024,663.732971,650.432983,657.267029
652.632996,658.299988,649.599976,653.632996
660.700012,670.666992,659.099976,662.099976
652.666992,664.367004,649.333008,655.666992
659.132996,661.632996,648.700012,653.432983
686,686.299988,669.432983,670.900024
673.400024,695.599976,673.400024,688.632996
675.932983,678.200012,664.367004,669.867004
670.867004,678.367004,670.03302,674.333008
668,673.267029,659.5,665.96698
666.200012,674.432983,663.767029,668.567017
670.400024,675.299988,660.867004,669.333008
650.200012,669,650.200012,666.067017
652.03302,664.53302,645.333008,648
636.732971,658.599976,636.732971,653.700012
648.5,656,634.333008,637.367004
665.900024,669.333008,646.666992,647.932983
681.333008,683.932983,664.5,665.567017
676.666992,685.700012,672.067017,679.666992
674.732971,683.96698,666.700012,673.666992
680,688.632996,672.03302,674.700012
711.5,719.932983,685.53302,690.700012
716.767029,719.932983,710.932983,712.367004
709.333008,715.432983,708.666992,713.5
718.333008,721.333008,705.46698,709.333008
714.599976,726,713.333008,718.632996
717.333008,722.96698,710.53302,715.132996
714.867004,723.732971,714.299988,717.333008
710.367004,719.96698,709.432983,712.666992
704.200012,709.333008,695.432983,707.400024
736,737.799988,704.700012,707.299988
709.03302,733.299988,709.03302,728.46698
712.732971,716,705.067017,709.666992
701,713.267029,697.732971,705.567017
700.03302,705.432983,695.900024,699.96698
713.333008,719.200012,705.96698,710.03302
726,727.732971,717.367004,720.400024
762,762,728.700012,733.599976
749.333008,769.599976,749.333008,764.599976
721.067017,733.333008,721.067017,730.932983
710.166992,726.599976,710.166992,724.299988
697.400024,702.432983,688.432983,692.833008
710,722.666992,701.867004,703.099976
694.666992,716,693.46698,713.367004
682.232971,699.200012,677.567017,697.299988
673.333008,685.666992,672.867004,681.932983
669.333008,673.333008,659.333008,671.03302
665.867004,677.599976,664.666992,669.666992
646.767029,669.833008,646.767029,668.432983
633.333008,647.299988,632.299988,642.767029
646.53302,651.333008,630.666992,632.067017
661.799988,662.267029,648.932983,651
653.333008,665.333008,652.666992,663.900024
626.367004,653.932983,626.367004,652.03302
620,640.900024,618.5,626.367004
616.299988,622.333008,608.067017,613.200012
630,639.833008,615.567017,619.232971
641.53302,647.932983,625.267029,629.099976
636.53302,652.666992,630.067017,649.932983
642,656.96698,636.732971,638.299988
645,652.833008,641.03302,642.53302
654.799988,654.799988,642.799988,644.932983
648.666992,657.333008,646.666992,654.799988
643.200012,656.632996,642.666992,649.132996
649.46698,653.333008,644,647.632996
643.267029,653.267029,627.333008,651.367004
632.267029,650.567017,632.200012,643.599976
638,639.833008,623.799988,631.666992
630.5,649,628.833008,643.767029
624,634.632996,616.833008,632.900024
616.666992,626,610.767029,623.599976
590,619.666992,590,617.03302
558.067017,586.53302,551.833008,581.367004
581.132996,581.132996,555.666992,557.932983
589.132996,593.132996,573,581.132996
587.200012,596.099976,583.333008,584.432983
570.666992,589.932983,566.666992,588.632996
563.46698,570,560.132996,563.799988
546,566,544.799988,563.432983
546.666992,556.666992,543.46698,552.267029
548.53302,548.53302,534.067017,539.432983
550,556.666992,544.067017,546.599976
533.333008,554.267029,533.333008,552.432983
526.867004,536,517.700012,533.333008
540.132996,541.932983,522.333008,525.833008
558.666992,562.400024,542.200012,543.900024
551.900024,562.666992,550.333008,552.732971
551.599976,560.53302,544.666992,554.232971
538.432983,555.200012,536,551.200012
554.666992,566.666992,538,541.333008
591.46698,591.46698,555.200012,564.267029
574.666992,599.099976,571.232971,592.267029
548.799988,563.333008,546.132996,557.96698
552,555.932983,543.400024,547.5
565.333008,575.166992,550,552.267029
541.96698,559.333008,540.666992,557.599976
550,553.132996,538.432983,543.299988
538.666992,554.799988,530,545.599976
502.733002,540.432983,502.733002,538.132996
488.899994,507.600006,486,502.733002
480.200012,486.666992,478,485.200012
465.333008,475.5,458.266998,466
488.833008,491.299988,460.700012,462.933014
483.333008,489.333008,482.666992,485.100006
481.933014,488.666992,474.166992,483.03299
477.46701,488.867004,476.53299,482.266998
465.266998,476.666992,451.433014,470.03299
492.266998,493.333008,465,470.433014
496.132996,506.266998,490,497.566986
485.03299,495.299988,480.766998,492.666992
470,487.299988,465.233002,482.933014
496,513.96698,470,472.933014
485.333008,496.666992,477.333008,488.333008
506,506,472.233002,491.733002
532.96698,532.96698,503.367004,504.96701
537.333008,539.932983,526.932983,532.96698
526.666992,541.067017,520,535.833008
520,537.599976,520,531.867004
521.333008,525.333008,518.299988,520
524.666992,529.267029,514.200012,519.333008
539.799988,539.799988,521.799988,530.166992
554.666992,558.46698,540.067017,542.5
563.5,567.96698,551.099976,553.432983
564,576.599976,552,563.333008
567.333008,569.666992,556.666992,564.767029
566.632996,575.299988,563.5,566.599976
564,574.132996,557.333008,560.767029
573.333008,582.333008,562.067017,563.833008
573.5,579.567017,566.732971,569.567017
600,600.666992,572.900024,578.232971
602.03302,615.166992,591.867004,600.732971
651.932983,658.53302,599.700012,601
656.867004,659.700012,643.833008,649.333008
646.700012,659.166992,645.5,656.867004
656.666992,657.867004,640,645.46698
657.53302,657.53302,639.367004,647.5
663.333008,673.932983,661.333008,670.932983
650,666,640.333008,663.666992
646.53302,653.333008,638.333008,643.232971
637.333008,639.867004,625,628.310974
630.666992,636.755981,626.55603,634.799988
624.177979,627.911011,616.44397,623.578003
633.111023,635.55603,623.822021,626.132996
628.44397,636,618.400024,623.177979
630.132996,630.132996,616.888977,618.955994
644.310974,644.310974,631.111023,635.333008
625.333008,647.55603,625.333008,645.177979
609.333008,626.666992,609.333008,625.732971
608.888977,609.867004,593.333008,600.177979
610.867004,619.822021,594.666992,601.132996
604.356018,616.289001,595.799988,607.689026
616.44397,619.53302,597.778015,602.044006
618.221985,627.955994,613.333008,619.021973
630.132996,630.132996,616,620.356018
637.778015,640,632.132996,639.021973
646.221985,650.666992,636,639.044006
640,648.778015,634.221985,646.755981
625.578003,642.221985,625.156006,640.333008
614.666992,624.888977,614.666992,619.44397
622.221985,626.599976,615.55603,620.710999
621.643982,631.111023,617.333008,623.578003
631.111023,636.221985,622.221985,624.200012
632.666992,639.911011,625.377991,627.689026
627.55603,642.200012,625.599976,636.244019
624.44397,633.689026,620.44397,631
617.088989,636.44397,617.088989,626.44397
619.111023,623.710999,611.221985,616.578003
629.778015,632.377991,621.333008,622.55603
640.978027,646.088989,630.221985,634.421997
644.599976,646.200012,637.778015,642.755981
653.778015,656.978027,641.578003,646.599976
649.778015,655.088989,640.888977,652.244019
641.710999,652.377991,631.55603,647.46698
666.666992,667.799988,624.44397,630.310974
717.221985,734.221985,666.710999,672.843994
717.044006,722.666992,707.021973,713.578003
721.510986,730.044006,716.666992,721.088989
710.666992,724.778015,702.510986,721.510986
700.489014,713.289001,696.867004,707.888977
680,703.978027,678.221985,702.46698
675.55603,679.710999,667.489014,676.156006
691.221985,694.666992,672.067017,674.400024
690.510986,700,689,694.244019
692.44397,700,684.44397,694.510986
702.267029,703.978027,685.666992,694.44397
695.55603,704.44397,693.333008,701.356018
694.666992,699.888977,688.044006,693.132996
687.755981,704,680.755981,697.955994
672.088989,693.778015,667.111023,689.799988
682.221985,684.44397,658.244019,672.088989
683.643982,687.55603,676.044006,679.911011
673.778015,687,668.978027,684.822021
668.755981,679.111023,667.111023,675.221985
681.021973,681.377991,661.799988,668.755981
655.755981,684,655.755981,681.710999
633.333008,659.932983,631.310974,655.755981
635.55603,643.377991,625.778015,632.955994
613.289001,635.55603,611.46698,634.221985
601.132996,618.088989,596.53302,614.221985
607.111023,614.221985,601.421997,604.333008
608.888977,616.44397,601.267029,613.156006
591.244019,604.44397,587.111023,601.732971
593.333008,606.421997,583.55603,586.799988
599.111023,599.111023,586.666992,589.177979
604.888977,609.755981,596.221985,599.911011
612.221985,616.044006,601.400024,605.267029
628.888977,634.421997,607.400024,613.156006
621.622009,636.44397,620,633.510986
607.200012,624.400024,607.200012,621.622009
594.421997,609.421997,594.421997,607.200012
604.356018,610.622009,592.666992,594.421997
631.088989,631.489014,604.978027,607.310974
620,628.221985,615.599976,621.843994
641.021973,646.666992,616.44397,619.732971
652.44397,657.46698,627.111023,638.267029
672.132996,674.44397,649.778015,653.622009
661.778015,676.267029,656.867004,671.267029
678.978027,681.021973,666.177979,670.289001
661.888977,680.799988,656.978027,676.46698
662.221985,672,659.510986,664.643982
671.356018,676.221985,660.978027,666.978027
648.888977,674.778015,647.221985,671.200012
652.44397,670.643982,649.044006,665.578003
637.067017,652.799988,636.289001,650.578003
624.44397,640.421997,624.44397,636.578003
612.289001,621.689026,603.578003,620.267029
617.778015,618.333008,604.44397,606.55603
609.778015,626.622009,608.044006,622.421997
636,643.221985,600.55603,607.911011
613.333008,631.732971,610.666992,626.510986
621.333008,621.333008,604.46698,606.978027
638.377991,641.267029,621.421997,623.044006
633.911011,640.888977,629.333008,637.911011
642.666992,644,631.622009,633.710999
653.333008,655.55603,646.356018,647.643982
652.888977,656.333008,643.622009,650.177979
640.489014,654.843994,640.44397,652.867004
638.400024,646.510986,634.46698,641.778015
658.822021,661.778015,637,640.489014
662.888977,671.111023,656.888977,658.689026
660.44397,668,656.689026,664.44397
672.843994,673.356018,660.44397,662.156006
662.221985,678.622009,662.221985,671.599976
667.111023,671.53302,660.46698,665.067017
686.599976,686.599976,668.666992,672.44397
680.55603,684.44397,676.088989,681.888977
681.489014,688.799988,678.666992,682.200012
687.955994,691.310974,679.132996,681.489014
691.710999,694.132996,683.867004,685.267029
708.888977,713.778015,692.932983,695
709.333008,714.622009,704.44397,708.710999
716.44397,717.53302,706.888977,709.778015
706.643982,718.489014,701.156006,716.132996
694.221985,712.44397,666.221985,704.44397
691.778015,697.710999,686.843994,693.822021
696.489014,700.289001,688.088989,690.400024
684.44397,697.778015,682.377991,696.599976
680.599976,691.778015,680.244019,683.200012
683.55603,688.55603,676.067017,678.978027
688.978027,697.333008,683.111023,686.310974
691.421997,700.310974,688.732971,693.333008
682.666992,692.44397,680,691.021973
687.55603,688.599976,677.778015,680.867004
692.44397,693.955994,680.111023,687.377991
693.778015,703.46698,686.888977,688.755981
705.333008,705.666992,692.755981,696.400024
725.421997,725.778015,704.44397,705.843994
724.888977,727.067017,719.510986,723.55603
735.55603,738.356018,724.44397,727.489014
728.622009,735.55603,725.132996,733.132996
718.310974,725.666992,718.067017,722.177979
720.510986,721.643982,712.067017,714.289001
720,724.221985,715.289001,719.978027
723.843994,725.666992,714.888977,716.822021
704.578003,722,704.578003,721.044006
712.888977,712.888977,698.932983,704.578003
713.111023,719.44397,703.111023,706.710999
726.666992,730.021973,715.778015,718.888977
741.778015,743.778015,723.132996,726
728.888977,738.843994,726.221985,736.421997
726.578003,731.111023,720.53302,726.400024
725.111023,732.888977,722.822021,728.510986
733.44397,735.333008,720.46698,722.978027
743.156006,744.666992,729.377991,732.267029
742.221985,746.622009,733.778015,741.177979
745.888977,747.799988,737.778015,739.888977
747.111023,755.111023,741.333008,744.643982
747.111023,748,729.578003,744.221985
740.622009,747.267029,737.778015,740.732971
740.289001,740.888977,730.755981,737.289001
744.289001,748.888977,734.244019,741.044006
741.46698,745.310974,735.666992,741.289001
721.510986,741.156006,720.510986,739.067017
716.888977,724.400024,716.888977,721.510986
706.911011,717.44397,706.044006,715.843994
710.221985,710.666992,698.44397,705.489014
697.888977,711.111023,694.510986,707
691.111023,696.888977,684.377991,695.843994
697.778015,699.356018,682.710999,688.622009
703.221985,707.067017,689.799988,692.643982
710.421997,720.44397,698.55603,701.489014
713.955994,722.200012,704.955994,713.310974
723.111023,724.888977,710,713.955994
728.888977,730.333008,715.200012,720.489014
732.244019,737.333008,723.400024,726.822021
737.778015,748.44397,733.778015,741.978027
747.111023,747.867004,735.200012,740.244019
743.643982,751.111023,739.132996,744.955994
734.200012,747.46698,730.932983,744.622009
724.978027,730.177979,719.599976,725.044006
729.510986,733.732971,715.778015,723.044006
749.333008,752.666992,724.888977,728.356018
761.067017,764.44397,748.156006,750.067017
756.156006,764.289001,752,761.067017
744.888977,757.778015,744.888977,756.156006
722.666992,744.400024,718.221985,742.666992
729.822021,734.221985,720.510986,725.799988
725.911011,737.689026,720.132996,734.267029
721.333008,726.622009,713.333008,722.778015
730.333008,732.888977,711.689026,713.689026
733.778015,735.911011,724.710999,727.132996
731.111023,739.955994,724.978027,733.333008
720.244019,737.55603,709.333008,734.732971
717.778015,722.710999,711.578003,718.44397
715.200012,729.55603,715.200012,725.689026
731.55603,731.955994,707.333008,709.221985
730.044006,733.289001,730.044006,733.289001
718.333008,727.46698,717.622009,726.244019
714.088989,719.955994,708.44397,715.132996
707.799988,715.55603,702.710999,714.088989
713.46698,719.911011,705.643982,709.689026
696.221985,712.955994,696.221985,710.289001
695.55603,698.666992,689.46698,694.400024
702.221985,711.888977,697.46698,699.755981
701.778015,718.622009,693.244019,701.44397
679.55603,709.599976,679.55603,704.55603
690.510986,690.510986,671.156006,676.267029
687.111023,694.400024,681.778015,690.510986
667.244019,709.778015,667.244019,691.310974
642.221985,663.55603,641.200012,662.221985
627.643982,634.689026,627.643982,630.356018
610.221985,630.666992,610.221985,626.400024
606.666992,611.111023,602.710999,608.489014
611.55603,616.822021,604.888977,612.755981
593.377991,610.53302,593.377991,608.088989
586.622009,592.44397,581.799988,584.400024
599.599976,601.689026,586.755981,588.578003
600.132996,608.822021,596.267029,607.044006
602.843994,604.911011,592.44397,600.932983
599.111023,603.067017,590.021973,596.843994
598.666992,611.111023,588.599976,602.067017
611.46698,611.46698,598.156006,599.710999
619.489014,621.377991,602.44397,605.200012
628.044006,631.111023,617.021973,620.710999
634.55603,636.221985,625.489014,631.46698
648.978027,651.622009,635.200012,636.510986
646.666992,651.732971,643.822021,647.666992
645.267029,654.244019,635.55603,651.888977
655.55603,658.421997,642.46698,645.267029
646.489014,658.53302,644.911011,656.622009
637.333008,648.356018,633.333008,646.489014
631.911011,640.888977,628.088989,640.111023
632.44397,635.111023,624.489014,632.867004
626.666992,633.310974,618.666992,630.377991
631.156006,635.067017,622.55603,624.489014
626.267029,631.55603,622.755981,630.088989
622.221985,628.666992,620,624.978027
613.200012,619.932983,601.356018,614.377991
611.710999,620.732971,608.221985,618.200012
606.932983,615.799988,604.400024,614.267029
609,613.021973,595.177979,608.622009
591.267029,608.888977,589.888977,607.244019
592.289001,600.599976,581.289001,586.578003
597.778015,599.088989,584.44397,585.843994
600,601.911011,591.599976,596.377991
614.666992,618.578003,600.55603,602.088989
612.666992,618.156006,598.221985,612.489014
629.333008,630.755981,615.156006,617.955994
630.244019,631.578003,622.244019,625.156006
613.356018,624.44397,606.044006,622.888977
620.088989,622.088989,610.510986,612.643982
626.666992,628.843994,612.932983,614.778015
628,632.400024,622.911011,624.333008
631.578003,636.643982,624,625.599976
624.599976,640.888977,624,638.177979
619.55603,631.53302,617.111023,629.778015
620.53302,622.911011,613.333008,617.244019
631.689026,634.132996,621.333008,624.44397
628.888977,637.666992,625.778015,634.867004
626.132996,632.356018,620.888977,630.578003
625,630.911011,620.888977,623.978027
622.55603,628.867004,618.310974,622.021973
604,622.666992,603.132996,621.244019
601.44397,605.111023,594.310974,597.044006
604.643982,606.666992,597.333008,598.911011
602.843994,608.088989,594.867004,599.377991
604.55603,614.55603,600.44397,602.421997
600,609.333008,596.489014,605.310974
593.732971,612.799988,593.156006,610.156006
593.55603,600.888977,591.978027,596.778015
583.021973,595.510986,579.55603,591.244019
592.44397,603.888977,576,586.643982
578.221985,593.310974,572.067017,588.333008
596,599.710999,572.778015,576.400024
584.44397,609.599976,578.333008,599.955994
566.221985,587.421997,564.132996,584.732971
586.666992,591.955994,566.732971,570.333008
568.822021,586.666992,561.088989,581.978027
566.778015,573.622009,557.44397,566.666992
